group,x,y
0,-1.4311851831245226,1
0,0.090825184263571,1
0,-2.425525416198839,1
0,2.0866207576730127,0
0,-1.7766130131431834,1
0,-0.92347369893731,0
0,0.7965500944348414,2
0,2.113571223198889,1
0,-1.8591227838987705,0
0,-2.057787427905799,1
0,0.2093992146684131,1
0,2.4417142905841955,5
0,-2.100929904619273,0
0,1.3868697516789574,1
0,-1.614945486633776,1
0,-0.8250572316865284,1
0,-1.7748995704721833,1
0,-1.6870514581416984,2
0,0.6380948729592956,5
0,-1.7333538497333567,1
0,-0.2172061112997597,0
0,-0.7404594442913065,1
0,-2.103808773819023,0
0,-2.160985772703163,1
0,-1.6832843840088885,0
0,-1.147159152220612,0
0,0.8664640292145181,5
0,-0.654568263371258,1
0,-0.7336072665226467,1
0,-1.4566599470479962,1
0,2.1434349203695064,7
0,1.6526354608493088,4
0,0.1185292459396303,2
0,1.5938888036168335,0
0,-1.542394810857185,1
0,-0.764381326734071,0
0,1.07914715536874,0
0,0.4578577149404994,1
0,-1.7132579987055712,1
0,-0.797514823170351,0
0,1.4368910706947655,5
0,1.8402232377220091,12
0,2.242389373050462,0
0,-0.9761574645581284,1
0,-0.383006256296779,1
0,-0.4648425952240254,1
0,2.4092732982716503,7
0,1.397990816921043,4
0,0.8195607794038001,1
0,1.2239423951947388,3
0,-0.9193358314082856,1
0,-0.1586166848807574,1
0,0.3175132533798652,2
0,-0.2966350000649942,2
0,-1.4845665610920822,1
0,-0.4025492169382144,3
0,-0.1709866432763196,1
0,2.176375661274677,3
0,0.6094705258515182,1
0,-0.7400871788819957,2
0,1.9340911546341857,8
0,-1.95706804546337,1
0,-2.1099547160019676,2
0,-2.267843203079405,1
0,2.0818599720004043,0
0,-1.3785965035623642,1
0,-0.3348262631995474,1
0,-1.357015305858453,1
0,-0.2375526215656981,0
0,1.0234031559566947,5
0,-1.3195697096189902,1
0,-0.5082682469739469,2
0,0.4448955349350764,1
0,-0.4842596288202627,1
0,1.4756265754272362,1
0,1.7541295459237105,2
0,-0.4048848012060052,2
0,-1.027315341031498,1
0,-0.3453991622607272,2
0,-1.9769727520020597,0
0,0.6495267775290808,1
0,2.4980431196792807,9
0,-0.060283368367634,0
0,-1.769079642424212,1
0,2.3595141883912567,14
0,-1.2825995053547627,1
0,0.3867140327684359,1
0,-1.8799349819097844,1
0,-1.5524874062108056,1
0,-2.1791203339803684,1
0,1.739786968338285,1
0,-0.2668648251881761,1
0,1.0508284670810757,1
0,0.4568536265274048,0
0,-2.2504860639957953,0
0,-0.733628758527104,2
0,-2.2975778396972055,1
0,2.466158048083073,11
0,1.439551454795995,2
0,2.311505088924445,5
0,-0.9194039020262608,1
0,-2.2333015414788027,1
0,-2.1822034758807973,1
0,-0.55747288594027,1
0,-1.552466567654696,1
0,-2.212174462138728,0
0,0.6508199495272615,1
0,0.3275300859110136,1
0,-2.0396199865350715,1
0,-0.7627247260659337,5
0,-0.5421079445918364,1
0,-1.1295989013622387,1
0,0.2857165478662316,1
0,-1.1237142108677505,0
0,-1.891387258163595,1
0,1.6919225298821567,6
0,-0.7953439129525008,1
0,-1.248089688572045,1
0,-0.6751353845558533,1
0,-0.925599340805377,1
0,0.5119433781466232,3
0,1.3815005431326488,4
